id,S,S_plus,S_base,s_mn,s_tn,s_mtn
H175,1.6310970957272485e-15,1.6310970957272485e-15,1.3923456898927438,0.8706722637350747,0.8697598486308533,5.103302911388794e-16
H176,1.573636007123655,1.573636007123655,1.8383142207012544,0.3308477669719992,2.301052742623314e-16,0.6294544028494619
H177,0.0622288501061101,0.0622288501061101,1.0415731570343718,0.354420535029474,0.8697598486308533,0.0248915400424439
H178,1.8087327796672735e-15,1.8087327796672735e-15,1.373612461603812,0.9308278566767296,0.7861877203280335,5.103302911388794e-16
H179,0.23293230254336117,0.23293230254336117,1.2041430820199006,0.3603807044368254,0.8536327699088491,0.0931729210173444
H180,0.19726113687457758,0.19726113687457758,1.217790518643886,0.4326465317927054,0.8430151954189304,0.0789044547498308
H181,1.6310970957272485e-15,1.6310970957272485e-15,1.1803084817122669,0.6015499740293629,0.8738356281109686,5.103302911388794e-16
H182,0.611201989293894,0.611201989293894,1.8533145176848964,0.6543547700079789,0.8982858904807738,0.2444807957175576
H183,0.7245884597512098,0.7245884597512098,1.8719911545314896,0.8287636898246868,0.6054896786506637,0.2898353839004837
H184,0.3365886654374562,0.3365886654374562,1.482934929735799,0.5673752566453265,0.865557573727602,0.1346354661749824
H185,0.3667211935763375,0.3667211935763375,1.7714641163068328,0.8875328478214002,0.8683958055917196,0.1466884774305348
H186,1.2478005911218248,1.2478005911218248,2.012757206084924,0.0423913066548877,0.913804462048986,0.4991202364487299
H187,0.7467496698018821,0.7467496698018821,1.498980371673663,2.337182257721629e-16,0.9402883773397264,0.2986998679207526
H188,1.7199149376972609e-15,1.7199149376972609e-15,1.4892523384846963,0.892172735518202,0.9693926875876668,5.103302911388794e-16
H189,1.2596377577136867e-15,1.2596377577136867e-15,1.3793313814688095,0.8513626599413858,0.8728015668946254,2.551651455694397e-16
H190,0.45840149197042107,0.45840149197042107,1.7488436756562102,0.8024924972957904,0.8105602323114464,0.1833605967881683
H191,1.6310970957272485e-15,1.6310970957272485e-15,1.0339310984622332,0.3206286426017283,0.9717852304760614,5.103302911388794e-16
H192,1.8087327796672735e-15,1.8087327796672735e-15,1.279652027627605,0.6453080749373704,0.954256959597134,5.103302911388794e-16
H193,1.8087327796672735e-15,1.8087327796672735e-15,1.0092774937460485,0.3285258628014043,0.9330710043811544,5.103302911388794e-16
H194,0.7868164774022581,0.7868164774022581,1.443457962630207,0.2810052411735678,0.5397966153613694,0.314726590960903
H195,0.32171976202792807,0.32171976202792807,1.4877066282214346,0.5426113143791802,0.9148722683627032,0.128687904811171
H196,1.6310970957272485e-15,1.6310970957272485e-15,1.4809685838245414,0.8950529428752927,0.9561577869053824,5.103302911388794e-16
H197,1.2758257278471984e-15,1.2758257278471984e-15,1.387944151115622,0.9518796434183528,0.7830505454761729,5.103302911388794e-16
H198,0.9840791173109781,0.9840791173109781,1.5870089975567048,4.674364515443258e-16,0.7536623503071584,0.393631646924391
H199,1.8087327796672735e-15,1.8087327796672735e-15,1.4864986856068994,0.9616444812534498,0.8964788757551725,5.103302911388794e-16
H200,1.8087327796672735e-15,1.8087327796672735e-15,1.0388560614342828,0.7124949786534299,0.5860750981394218,5.103302911388794e-16
H201,1.1882271806512272,1.1882271806512272,1.855958296498465,0.3463339700997556,0.4883299247092927,0.4752908722604906
H202,1.4534614117872234e-15,1.4534614117872234e-15,1.42772166075112,0.873511040073169,0.9111410358657293,5.103302911388794e-16
H203,0.7752303533806796,0.7752303533806796,1.971864049866644,0.8982386689020261,0.5975534517054305,0.3100921413522716
H204,8.155485478636242e-16,8.155485478636242e-16,1.4503794594330517,0.9264925928928176,0.8864817313984961,2.551651455694397e-16
H205,1.6310970957272485e-15,1.6310970957272485e-15,1.3558208455924112,0.8211241329478318,0.8736519240426802,5.103302911388794e-16
H206,0.27562776166754555,0.27562776166754555,1.5095857784449256,0.8253806605034949,0.7170668604682305,0.1102511046670181
H207,1.8087327796672735e-15,1.8087327796672735e-15,1.3332922690257312,0.7939800339696096,0.8726353023125527,5.103302911388794e-16
H208,1.2874340747558977,1.2874340747558977,1.780017525844816,0.615729313861148,2.301052742623314e-16,0.5149736299023588
H209,0.04978308008488795,0.04978308008488795,1.1926709546753482,0.480968022666879,0.9476418205711964,0.019913232033955
H210,0.364440784205882,0.364440784205882,1.7042143869363686,0.8603558283795355,0.8143611750335725,0.1457763136823528
H211,0.39452227374915433,0.39452227374915433,1.0524072873512451,0.0,0.8223562670026143,0.1578089094996615
H212,0.5779656647160496,0.5779656647160496,1.332052317499698,2.337182257721629e-16,0.942608315979561,0.2311862658864196
H213,0.19726113687457827,0.19726113687457827,1.3697683006572536,0.5916739033672702,0.8739600513610744,0.0789044547498311
H214,0.06222885010611028,0.06222885010611028,1.504845498342277,0.8697015190564715,0.933569291238737,0.0248915400424439
H215,1.8087327796672735e-15,1.8087327796672735e-15,1.219291694911067,0.6543547700079789,0.8697598486308533,5.103302911388794e-16
H216,0.06222902353223744,0.06222902353223744,1.2454011213307348,0.6404235336463376,0.8385415886017845,0.0248916094128948
H217,0.1397593815260172,0.1397593815260172,1.3537336481338884,0.6490720276681199,0.8683958055917196,0.0559037526104067
H218,0.6145664594103636,0.6145664594103636,1.4346277514970416,0.2218087901250916,0.803267824983256,0.2458265837641453
H219,0.7752303533806797,0.7752303533806797,1.8451008864981544,0.6402509572820744,0.6970872091147698,0.3100921413522716
H220,2.5354634855608854e-15,2.5354634855608854e-15,1.3979086943619967,0.8457027364032793,0.901683131549214,7.654954367083192e-16
H221,1.2340210703513974,1.2340210703513974,2.1265984952202417,0.9373957592952272,0.1783260217908288,0.4936084281405588
H222,1.2910246082713563,1.2910246082713563,1.9486344987714777,0.1904516912417517,0.6315606718834006,0.5164098433085423
H223,0.836096153601303,0.836096153601303,1.6821153122038317,0.0882307940801674,0.969293154172993,0.3344384614405212
H224,0.3876151766903405,0.3876151766903405,1.3980691305208757,0.5133363458790831,0.7497310964090864,0.155046070676136
H225,0.892357236837588,0.892357236837588,1.2375958190787448,4.674364515443258e-16,0.4315482278014457,0.3569428947350351
H226,1.8087327796672735e-15,1.8087327796672735e-15,1.345467789844111,0.759191439344318,0.9226432979608188,5.103302911388794e-16
H227,0.4203503304652165,0.4203503304652165,1.2511278037634288,0.2069275459033578,0.8315442957194081,0.1681401321860864
H228,0.2870367869246834,0.2870367869246834,1.3937565161640184,0.4524633123817456,0.9309363491674232,0.1148147147698732
H229,1.2596377577136867e-15,1.2596377577136867e-15,1.3146391456223014,0.6951095794984415,0.9481893525294344,2.551651455694397e-16
H230,0.24891540042443505,0.24891540042443505,1.3779496880123332,0.480968022666879,0.9303248368179944,0.0995661601697738
H231,0.2889828323580256,0.2889828323580256,1.0666323045044257,0.4254072117306079,0.5466546284523924,0.11559313294321
H232,0.7467496698018821,0.7467496698018821,1.310190683260718,4.674364515443258e-16,0.704301266823545,0.2986998679207526
